Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
1881   3.97914e-16     1.22637e-19           3.16356e-16           1.09781e-15           3.5643e-17            0.450194              
1882   4.71415e-17     1.26079e-19           1.56593e-17           1.42673e-16           1.43654e-17           0.515834              
1883   4.22507e-17     1.28409e-19           7.47615e-18           1.27426e-16           2.06406e-17           0.553544              
1884   1.58342e-17     6.96153e-20           5.19578e-18           4.76536e-17           5.17179e-18           0.519995              
1885   4.33579e-16     1.06683e-19           2.01982e-16           1.32201e-15           5.77463e-17           0.480552              
1886   1.42839e-15     1.62597e-19           9.93417e-16           4.07223e-15           1.40239e-16           0.458647              
1887   1.65125e-18     1.04083e-19           4.93661e-20           3.2053e-18            2.9654e-18            0.776466              
1888   4.05634         6.32912e-20           1.43032e-21           2.50168e-19           5.56445e-19           5.3158e-20            
1889   2.45717e-14     1.01809e-19           5.59909e-14           3.31585e-14           1.57002e-16           0.329248              
1890   1.18879e-15     9.44732e-20           1.17463e-15           3.09299e-15           5.91129e-17           0.430245              
1891   1.86709e-13     1.48102e-19           4.67545e-13           2.1042e-13            5.42307e-16           0.31219               
1892   2.67076e-14     1.32246e-19           6.06311e-14           3.62391e-14           2.02403e-16           0.330042              
1893   1.1043e-11      1.64437e-19           3.63341e-11           3.78513e-12           2.60289e-15           0.254068              
1894   1.11068e-16     1.33262e-19           4.01725e-17           3.36765e-16           2.9651e-17            0.50765               
1895   4.3575e-17      1.32054e-19           6.83151e-18           1.28177e-16           2.58626e-17           0.569959              
1896   2.74232         6.28735e-20           4.6044e-22            1.21587e-19           4.13157e-19           5.8279e-20            
1897   5.02957e-15     1.52323e-19           7.25494e-15           1.09006e-14           1.37672e-16           0.393668              
1898   4.35659e-18     7.80182e-20           6.77935e-19           1.24644e-17           2.92769e-18           0.587691              
1899   2.97745e-14     1.39988e-19           6.67727e-14           4.12399e-14           2.05616e-16           0.331971              
1900   4.07879e-16     1.40065e-19           2.52591e-16           1.17541e-15           6.05262e-17           0.471488              
1901   1.88527e-17     7.97484e-20           5.87246e-18           5.73613e-17           5.81671e-18           0.518572              
1902   2.49272e-13     1.82719e-19           5.76428e-13           3.28347e-13           1.15932e-15           0.326518              
1903   3.74688e-11     1.9831e-19            1.24403e-10           1.17236e-11           5.02681e-15           0.251854              
1904   6.4975e-17      1.33694e-19           2.03769e-17           1.95705e-16           2.22167e-17           0.522221              
1905   2.2329e-18      1.03481e-19           5.01126e-20           4.51235e-18           3.86124e-18           0.760269              
1906   4.60913e-17     1.37894e-19           7.96916e-18           1.3987e-16            2.17695e-17           0.551514              
1907   6.83095e-17     1.38245e-19           2.46255e-17           2.06919e-16           1.85017e-17           0.50865               
1908   1.62513e-14     1.35759e-19           2.67856e-14           3.20564e-14           2.44292e-16           0.376789              
1909   3.11705e-14     1.68169e-19           6.46477e-14           4.83576e-14           2.98502e-16           0.344736              
1910   8.94815e-18     9.71726e-20           9.49126e-19           2.43796e-17           7.91275e-18           0.618461              
1911   8.87207e-18     1.1049e-19            6.05044e-19           2.41697e-17           8.21002e-18           0.627783              
1912   5.05374e-15     1.36259e-19           6.82102e-15           1.1406e-14            1.56188e-16           0.400983              
1913   4.10842e-16     1.50067e-19           1.45984e-16           1.27253e-15           8.30787e-17           0.498543              
1914   1.22754e-18     1.03519e-19           1.97983e-20           2.02603e-18           2.59794e-18           0.832353              
1915   5.46048e-18     1.01084e-19           3.45742e-19           1.40913e-17           5.92617e-18           0.653529              
1916   3.42519e-15     1.59654e-19           3.97617e-15           8.31401e-15           1.76475e-16           0.417795              
1917   2.89356e-18     7.85207e-20           2.40576e-19           7.92238e-18           2.55104e-18           0.626855              
1918   1.25036e-18     9.4888e-20            3.75834e-20           2.51802e-18           2.13125e-18           0.769057              
1919   2.25724e-14     1.07667e-19           5.42966e-14           2.76296e-14           1.07997e-16           0.319708              
1920   3.11436e-10     2.34927e-19           1.08405e-09           4.74156e-11           9.8364e-15            0.240041              
1921   2.17177e-18     9.76808e-20           1.64422e-19           5.27213e-18           2.64914e-18           0.683283              
1922   4.45847e-17     1.19473e-19           9.04499e-18           1.34712e-16           2.02361e-17           0.546554              
1923   7.40735e-10     2.78889e-19           2.59247e-09           9.86623e-11           1.64096e-14           0.23864               
1924   2.48224e-12     1.91816e-19           7.31498e-12           1.70243e-12           1.86095e-15           0.279359              
1925   2.44779e-16     1.63533e-19           1.00151e-16           7.41896e-16           5.28721e-17           0.496682              
1926   1.27831e-16     1.33822e-19           8.45307e-17           3.61571e-16           2.04881e-17           0.4704                
1927   1.5176e-15      9.38335e-20           2.26377e-15           3.21568e-15           4.00153e-17           0.389923              
1928   2.08508e-13     1.70302e-19           4.92043e-13           2.64824e-13           9.06035e-16           0.322995              
1929   5.94563e-17     1.33271e-19           1.37083e-17           1.77235e-16           2.78546e-17           0.546407              
1930   2.96042e-12     2.20712e-19           8.39754e-12           2.35576e-12           3.80613e-15           0.287538              
1931   3.21021e-15     1.4133e-19            3.63516e-15           7.908e-15             1.38451e-16           0.418693              
1932   1.47464e-12     1.87311e-19           4.41341e-12           9.4351e-13            1.18673e-15           0.275992              
1933   6.28901e-13     1.10345e-19           1.85645e-12           4.2809e-13            5.934e-16             0.279021              
1934   6.41332e-18     1.00763e-19           8.76111e-19           1.82834e-17           4.52932e-18           0.592999              
1935   2.3721e-15      1.59169e-19           2.99498e-15           5.52857e-15           1.08649e-16           0.409519              
