Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
2565   3.53471e-18     8.30286e-21           1.58427e-18           6.95948e-18           9.41833e-18           6.57919e-18           2.81235e-18           7.75293e-19           1.40468e-19           0.797492              
2566   12.4295         5.15794e-22           1.40134e-19           8.38084e-19           1.53869e-18           1.47573e-18           8.92373e-19           3.77897e-19           1.27006e-19           5.07184e-20           
2567   1.10149         2.46157e-26           1.66333e-22           5.45126e-21           3.4935e-20            9.42016e-20           1.39797e-19           1.26923e-19           7.62212e-20           7.67823e-20           
2568   2.6467          2.83461e-24           3.54931e-21           4.90651e-20           1.73018e-19           2.9662e-19            3.09851e-19           2.14902e-19           1.00816e-19           6.6309e-20            
2569   0.763751        1.08935e-26           6.87001e-23           2.29816e-21           1.58545e-20           4.84046e-20           8.61707e-20           1.00173e-19           7.82543e-20           8.40426e-20           
2570   4.20999e-18     5.43623e-21           1.27557e-18           6.71751e-18           1.08249e-17           8.92707e-18           4.39642e-18           1.31465e-18           2.18341e-19           0.848067              
2571   2.27474         3.54236e-24           3.84762e-21           4.7462e-20            1.52122e-19           2.43647e-19           2.50517e-19           1.86846e-19           1.02065e-19           6.71929e-20           
2572   6.33811e-18     4.15438e-20           4.34377e-18           1.456e-17             1.65423e-17           1.01397e-17           3.90645e-18           1.00019e-18           1.70911e-19           0.751033              
2573   5.16588         2.36385e-23           1.61888e-20           1.62316e-19           4.47945e-19           6.23621e-19           5.42868e-19           3.20351e-19           1.27032e-19           6.05044e-20           
2574   0.476681        1.19525e-28           2.98434e-24           2.24262e-22           2.87788e-21           1.48011e-20           4.1519e-20            7.15691e-20           7.57329e-20           9.5485e-20            
2575   14.9374         2.03163e-22           7.84858e-20           6.31799e-19           1.53434e-18           1.91627e-18           1.45149e-18           6.83616e-19           1.8188e-19            5.55002e-20           
2576   1.83867         5.49592e-25           1.06269e-21           1.97458e-20           8.80912e-20           1.83884e-19           2.27115e-19           1.816e-19             9.58984e-20           7.14546e-20           
2577   0.590027        6.54673e-27           4.44573e-23           1.56387e-21           1.1215e-20            3.53219e-20           6.45974e-20           7.7551e-20            6.55897e-20           8.55943e-20           
2578   10.0647         3.13685e-23           2.36382e-20           2.65743e-19           8.21858e-19           1.25973e-18           1.15334e-18           6.47317e-19           1.93201e-19           6.04917e-20           
2579   1.4081e-17      4.51165e-20           6.50667e-18           2.77633e-17           3.82911e-17           2.68625e-17           1.06582e-17           2.28472e-18           2.36771e-19           0.784575              
2580   5.21976         2.56315e-23           1.64053e-20           1.62834e-19           4.52853e-19           6.35685e-19           5.51061e-19           3.18512e-19           1.26336e-19           6.03782e-20           
2581   0.489257        2.34368e-26           7.22406e-23           1.75307e-21           1.01159e-20           2.82972e-20           4.9853e-20            6.23087e-20           5.9781e-20            8.68961e-20           
2582   4.79136e-18     2.58646e-20           2.96503e-18           1.05632e-17           1.26073e-17           8.04247e-18           3.17394e-18           8.11221e-19           1.41933e-19           0.763139              
2583   0.638184        6.19323e-27           4.07978e-23           1.42939e-21           1.04364e-20           3.42655e-20           6.69798e-20           8.73547e-20           7.62615e-20           8.74928e-20           
2584   1.76613         3.87033e-25           1.01581e-21           2.01007e-20           8.97741e-20           1.82634e-19           2.17119e-19           1.67147e-19           8.81466e-20           7.05749e-20           
2585   0.361651        4.16525e-28           6.28181e-24           3.36549e-22           3.30486e-21           1.36764e-20           3.25138e-20           5.10514e-20           5.59516e-20           9.39758e-20           
2586   1.10263e-16     3.17938e-18           1.51745e-16           3.26688e-16           2.57933e-16           1.10199e-16           2.7932e-17            4.10562e-18           3.26214e-19           0.645206              
2587   1.80115         2.46483e-24           2.84389e-21           3.66457e-20           1.2128e-19            1.97295e-19           2.00394e-19           1.43186e-19           7.94761e-20           6.69004e-20           
2588   0.482545        1.60452e-27           1.31577e-23           5.6213e-22            4.96644e-21           1.95699e-20           4.53768e-20           6.91483e-20           6.96337e-20           9.23652e-20           
2589   1.81699e-17     6.0349e-19            2.63579e-17           5.36495e-17           4.1132e-17            1.77276e-17           4.86076e-18           8.97772e-19           1.30402e-19           0.644159              
2590   5.97773         4.07957e-24           6.41544e-21           1.02084e-19           3.95235e-19           7.13009e-19           7.43039e-19           4.70288e-19           1.62352e-19           6.4441e-20            
2591   3.04017e-16     4.20215e-17           7.6951e-16            9.52109e-16           4.90716e-16           1.46743e-16           2.75702e-17           3.23287e-18           2.34642e-19           0.553116              
2592   1.55295         1.67329e-25           4.90994e-22           1.10383e-20           5.69446e-20           1.35891e-19           1.91626e-19           1.74569e-19           1.02924e-19           7.56441e-20           
2593   1.10509e-17     7.41315e-20           7.67328e-18           2.56417e-17           2.91122e-17           1.76976e-17           6.54413e-18           1.47306e-18           1.91331e-19           0.743925              
2594   10.2778         1.11883e-22           6.11184e-20           5.10567e-19           1.16652e-18           1.30817e-18           8.84411e-19           3.97979e-19           1.28399e-19           5.3878e-20            
2595   1.14808e-18     1.81329e-21           3.90789e-19           1.92037e-18           2.9143e-18            2.30231e-18           1.14046e-18           3.97676e-19           1.1691e-19            0.852412              
2596   7.10098e-18     2.87246e-20           3.61036e-18           1.42172e-17           1.87636e-17           1.31064e-17           5.49653e-18           1.38586e-18           1.99142e-19           0.786984              
2597   3.17509e-18     4.81761e-21           1.0576e-18            5.32469e-18           8.27553e-18           6.59238e-18           3.11447e-18           8.82785e-19           1.48424e-19           0.834835              
2598   5.98744e-17     1.66354e-18           7.88297e-17           1.73216e-16           1.41582e-16           6.34114e-17           1.72013e-17           2.82933e-18           2.62192e-19           0.654767              
